,Restaurante,Dirección,Direccion_Web,Vader,Estrellas,Tipo_de_comida
365,La Balmesina,"Balmes 193, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5243284-Reviews-La_Balmesina-Barcelona_Catalonia.html,0.9468,5.0,Italian
366,La Balsa,"C/Infanta Isabell 4, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717258-Reviews-La_Balsa-Barcelona_Catalonia.html,0.9413,5.0,Seafood
367,La Barca del Salamanca,"Moll De Gregal 13-17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d950665-Reviews-La_Barca_Del_Salamanca-Barcelona_Catalonia.html,0.8519,5.0,Meats
368,La Bella Napoli,"Carrer VILLARROEL, 101, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1016470-Reviews-La_Bella_Napoli-Barcelona_Catalonia.html,0.8316,5.0,Tapas
369,La Bella Napoli di Raffaele,"Carrer de Margarit, 12-14, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d808696-Reviews-Bella_Napoli_di_Raffaele-Barcelona_Catalonia.html,0.9393,5.0,Italian
370,La Bodegueta,"Rambla de Catalunya 100, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717260-Reviews-La_Bodegueta-Barcelona_Catalonia.html,0.8591,5.0,Tapas
371,La Bodegueta Provença,"Carrer de Provença 233, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3180959-Reviews-La_Bodegueta_Provenca-Barcelona_Catalonia.html,0.8016,5.0,Tapas
372,La Bombeta,"Maquinista, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d799065-Reviews-La_Bombeta-Barcelona_Catalonia.html,0.9169,5.0,Tapas
373,La Botiga Arenas,"Gran Via de les Corts Catalanes, 373-385, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3522927-Reviews-La_Botiga_Arenas-Barcelona_Catalonia.html,0.8555,5.0,Seafood
374,La Cachapera Bcn,"Carrer Villaroel 57, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d13505263-Reviews-La_Cachapera_Bcn-Barcelona_Catalonia.html,0.9694,5.0,Asian
375,La Cantina Mexicana,"Carrer de Valencia 427, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6116770-Reviews-La_Cantina_Mexicana-Barcelona_Catalonia.html,0.8934,5.0,Meats
376,La Capricciosa,"Calle Viladomat, 261, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3807720-Reviews-La_Capricciosa-Barcelona_Catalonia.html,0.9509,5.0,Seafood
377,La Caravana,"Carrer de Mozart, 15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6678014-Reviews-La_Caravana-Barcelona_Catalonia.html,0.9432,5.0,Vegetarian
378,La Catrina Fusion,"Providencia, 88, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8432082-Reviews-La_Catrina_Fusion-Barcelona_Catalonia.html,0.9022,5.0,Mexican
379,La Catrina de Barcelona,"Carrer Sardenya 196, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8478058-Reviews-La_Catrina_de_Barcelona-Barcelona_Catalonia.html,0.9464,5.0,Meats
380,La Central Burgers,"Via Laietana, 45, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8613668-Reviews-La_Central_Burgers-Barcelona_Catalonia.html,0.9557,5.0,Vegetarian
381,La Cholita,"Felip II, 244, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7656551-Reviews-La_Cholita-Barcelona_Catalonia.html,0.9716,5.0,Tapas
382,La Clara Restaurant,"Gran via de les corts Catalanes, 442, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d751583-Reviews-La_Clara_Restaurant-Barcelona_Catalonia.html,0.9552,5.0,Tapas
383,La Colosal,"Rambla de Catalunya 23, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d14112831-Reviews-La_Colosal-Barcelona_Catalonia.html,0.9022,5.0,Tapas
384,La Cova Fumada,"Calle Baluard, 56, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d943811-Reviews-La_Cova_Fumada-Barcelona_Catalonia.html,0.8807,5.0,Tapas
385,La Cua Curta,"Carrer de la Carassa, s/n, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2488788-Reviews-La_Cua_Curta-Barcelona_Catalonia.html,0.8658,5.0,Tapas
386,La Deliciosa,"Plaça del Mar, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6609260-Reviews-La_Deliciosa-Barcelona_Catalonia.html,0.9618,5.0,Tapas
387,La Desayuneria - Comte de Urgell,"Carrer del Comte d'Urgell, 260, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8626726-Reviews-La_Desayuneria_Comte_de_Urgell-Barcelona_Catalonia.html,0.875,5.0,Seafood
388,La Dolça Herminia,"Magdalenas, 27, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717271-Reviews-La_Dolca_Herminia-Barcelona_Catalonia.html,0.908,5.0,Seafood
389,La Esquinica,"Fabra I Puig, 296, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d877654-Reviews-La_Esquinica-Barcelona_Catalonia.html,0.8807,5.0,Tapas
390,La Fabrica,"Plaza la Llana, 15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6673234-Reviews-LA_FABRICA-Barcelona_Catalonia.html,0.872,5.0,Meats
391,La Flauta,"Calle D'aribau, 23, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d787824-Reviews-La_Flauta-Barcelona_Catalonia.html,0.9393,5.0,Tapas
392,La Foga,"Passeig De Sant Joan, 32, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10453299-Reviews-La_Foga-Barcelona_Catalonia.html,0.886,5.0,Tapas
393,La Fonda,"Carrer dels Escudellers, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717275-Reviews-La_Fonda-Barcelona_Catalonia.html,0.926,5.0,Tapas
394,La Fonda del Port Olimpic,"Moll Gregal, 7-10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1762706-Reviews-La_Fonda_del_Port_Olimpic-Barcelona_Catalonia.html,0.9081,5.0,Tapas
395,La Gastronómica Burgers,"Carrer Vilamarí 9-15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12702677-Reviews-La_Gastronomica_Burgers-Barcelona_Catalonia.html,0.8746,5.0,Tapas
396,La Gastronómica Platillos,"Carrer de Calàbria, 118, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d20300429-Reviews-La_Gastronomica_Platillos-Barcelona_Catalonia.html,0.9473,5.0,Tapas
397,La Gavina,"Plaza Pau Vila, 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1137212-Reviews-La_Gavina-Barcelona_Catalonia.html,0.8807,5.0,Tapas
398,La Gormanda,"C/Aribau 160, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12296373-Reviews-La_Gormanda-Barcelona_Catalonia.html,0.93,5.0,Tapas
399,La Hacienda,"Carrer del Rec, 69, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1999404-Reviews-La_Hacienda-Barcelona_Catalonia.html,0.8843,5.0,Mexican
400,La Informal,"Rambla del Raval, 34, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5483071-Reviews-La_Informal-Barcelona_Catalonia.html,0.8658,5.0,Tapas
401,La Llibertaria,"Tallers, 48, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3696443-Reviews-La_Llibertaria-Barcelona_Catalonia.html,0.8591,5.0,Tapas
402,La Llimona,"Carrer De Constança, 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5971695-Reviews-La_Llimona-Barcelona_Catalonia.html,0.926,5.0,Tapas
403,La Lluna Restaurant,"Calle Santa Anna, 20, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d795395-Reviews-La_Lluna_Restaurant-Barcelona_Catalonia.html,0.9451,5.0,Seafood
404,La Lola de las Arenas,"cami ral #10 , Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2423526-Reviews-La_Lola_de_las_Arenas-Barcelona_Catalonia.html,0.8834,5.0,Italian
405,La Malandrina,"Calle Almirante Cervera Numero 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2369674-Reviews-La_Malandrina-Barcelona_Catalonia.html,0.8126,5.0,Tapas
406,La Mar Salada,"Pg Joan de Borbo, 58-59, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1584126-Reviews-La_Mar_Salada-Barcelona_Catalonia.html,0.9468,5.0,Tapas
407,La Monroe,"Placa Salvador Segui 1-9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6597276-Reviews-La_Monroe-Barcelona_Catalonia.html,0.8313,5.0,Tapas
408,La Mundana,"Vallespir, 93, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9554526-Reviews-La_Mundana-Barcelona_Catalonia.html,0.8979,5.0,Tapas
409,La Muscleria,"Mallorca, 290, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1061193-Reviews-La_Muscleria-Barcelona_Catalonia.html,0.8519,5.0,Tapas
410,La Parrillada,"Carrer de Salamanca, 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d25064697-Reviews-La_Parrillada-Barcelona_Catalonia.html,0.9584,5.0,Meats
411,La Pastisseria Barcelona,"c/aragò 228, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3296268-Reviews-La_Pastisseria_Barcelona-Barcelona_Catalonia.html,0.9022,5.0,Italian
412,La Patsa Lab,"Calle Casanova 94, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d19658890-Reviews-La_Patsa_Lab-Barcelona_Catalonia.html,0.957,5.0,Meats
413,La Peninsular,"Carrer Del Mar, 29, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4541296-Reviews-La_Peninsular-Barcelona_Catalonia.html,0.9915,5.0,Tapas
414,La Pepita,"C /Corsega 343, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2151085-Reviews-La_Pepita-Barcelona_Catalonia.html,0.9467,5.0,Tapas
415,La Piazzenza,"Avenida Gaudi, 16, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1998362-Reviews-La_Piazzenza-Barcelona_Catalonia.html,0.8555,5.0,Tapas
416,La Piazzetta GranVia,"Gran Via de los Corts Catalanes 566, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d19987461-Reviews-La_Piazzetta_GranVia-Barcelona_Catalonia.html,0.8934,5.0,Seafood
417,La Pizza del Born,"Pàsseig del Born, 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2415631-Reviews-La_Pizza_del_Born-Barcelona_Catalonia.html,0.9423,5.0,Seafood
418,La Poma Restaurant,"La Rambla 117, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2048561-Reviews-La_Poma_Restaurant-Barcelona_Catalonia.html,0.8779,5.0,Tapas
419,La Pubilla,"Placa de la Llibertat 23, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3800375-Reviews-La_Pubilla-Barcelona_Catalonia.html,0.8442,5.0,Tapas
420,La Real Hamburguesería,"Carrer de Valencia 285, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12443002-Reviews-La_Real_Hamburgueseria-Barcelona_Catalonia.html,0.8777,5.0,Seafood
421,La Rioja,"C/ Durán i Bas, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1735218-Reviews-La_Rioja-Barcelona_Catalonia.html,0.8442,5.0,Tapas
422,La Rita,"Aragón 279, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3195639-Reviews-La_Rita-Barcelona_Catalonia.html,0.8126,5.0,Tapas
423,La Royale,"Placa del Camp, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2481518-Reviews-La_Royale-Barcelona_Catalonia.html,0.9256,5.0,Meats
424,La Selva,"Carrer de la Industria, 138, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12873128-Reviews-La_Selva-Barcelona_Catalonia.html,0.886,5.0,Tapas
425,La Strada Pizza Barcelona,"Vila y Vila Num 48, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3599999-Reviews-La_Strada_Pizza_Barcelona-Barcelona_Catalonia.html,0.9195,5.0,Tapas
426,La Taberna Griega,"Torrent De L'olla, 123, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1084017-Reviews-La_Taberna_Griega-Barcelona_Catalonia.html,0.9332,5.0,Tapas
427,La Taberna de Sants,"Calle Comtes de Belloc, 97, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6708280-Reviews-La_Taberna_de_Sants-Barcelona_Catalonia.html,0.9287,5.0,Tapas
428,La Taberna de la Ronda,"Ronda de Sant Pere, 12, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1820413-Reviews-La_Taberna_de_la_Ronda-Barcelona_Catalonia.html,0.8074,5.0,Tapas
429,"La Tagliatella C.C. Diagonal Mar, Barcelona","CC Diagonal Mar - Avda. Diagonal, 3, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4431422-Reviews-La_Tagliatella_C_C_Diagonal_Mar_Barcelona-Barcelona_Catalonia.html,0.8934,5.0,Seafood
430,"La Tagliatella C.C. Illa Diagonal, Barcelona","C.C. Illa Av. Diagonal, 557 Local 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6751038-Reviews-La_Tagliatella_C_C_Illa_Diagonal_Barcelona-Barcelona_Catalonia.html,0.8655,5.0,Seafood
431,"La Tagliatella C.C. Las Arenas, Barcelona","C/ Gran Vía de les Corts Catalanes, 373-385, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6779592-Reviews-La_Tagliatella_C_C_Las_Arenas_Barcelona-Barcelona_Catalonia.html,0.9565,5.0,Seafood
432,"La Tagliatella C/ Josep Tarradellas, Barcelona","Josep Tarradellas 116, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d806360-Reviews-La_Tagliatella_C_Josep_Tarradellas_Barcelona-Barcelona_Catalonia.html,0.8402,5.0,Italian
433,"La Tagliatella Plaça Catalunya, Barcelona","Ronda de la Universitat, 31, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3733190-Reviews-La_Tagliatella_Placa_Catalunya_Barcelona-Barcelona_Catalonia.html,0.8591,5.0,Tapas
434,La Taguara Areperia,"Carrer Del Rec, 10, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3392911-Reviews-La_Taguara_Areperia-Barcelona_Catalonia.html,0.9186,5.0,Tapas
435,La Taqueria,"Passatge del Font 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2590132-Reviews-La_Taqueria-Barcelona_Catalonia.html,0.9413,5.0,Meats
436,La Tasqueta De Blai,"Carrer de Blai, 15-17, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4155257-Reviews-La_Tasqueta_De_Blai-Barcelona_Catalonia.html,0.8777,5.0,Tapas
437,La Taula de Barcelona,"Carrer Sant Màrius, 8, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d997855-Reviews-La_Taula-Barcelona_Catalonia.html,0.9647,5.0,Tapas
438,La Taverna del Clínic,"Rossello, 155, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d795723-Reviews-La_Taverna_del_Clinic-Barcelona_Catalonia.html,0.8442,5.0,Tapas
439,La Tere Gastrobar,"Carrer de Riego, 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d11888127-Reviews-La_Tere_Gastrobar-Barcelona_Catalonia.html,0.9601,5.0,Tapas
440,La Terraza Miro,"Carrer De Tarragona, 129, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d8675078-Reviews-La_Terraza_Miro-Barcelona_Catalonia.html,0.9246,5.0,Tapas
441,La Terraza del Claris,"Pau Claris 150, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1080772-Reviews-La_Terraza_del_Claris-Barcelona_Catalonia.html,0.9136,5.0,Meats
442,La Tinaja,"Carrer de L'esparteria, 9, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717300-Reviews-Bodega_la_Tinaja-Barcelona_Catalonia.html,0.8481,5.0,Tapas
443,La Tomaquera,"Carrer de Margarit 58, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d2023151-Reviews-La_Tomaquera-Barcelona_Catalonia.html,0.8313,5.0,Bar
444,La Tramoia,"Rambla de Catalunya, 15, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1021981-Reviews-La_Tramoia-Barcelona_Catalonia.html,0.875,5.0,Tapas
445,La Trini,"Calle Verdi, 30, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5984338-Reviews-La_Trini-Barcelona_Catalonia.html,0.8805,5.0,Tapas
446,La Venta,"Plaza Doctor Andreu, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d857973-Reviews-La_Venta-Barcelona_Catalonia.html,0.8779,5.0,Tapas
447,La Vermuterie,"C/ Muntaner 212, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10714191-Reviews-La_Vermuterie-Barcelona_Catalonia.html,0.8271,5.0,Tapas
448,La Vespa Burger Bar,"Torrent de l´Olla 99, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3668516-Reviews-La_Vespa_Burger_Bar-Barcelona_Catalonia.html,0.8548,5.0,Italian
449,La pizza del Sortidor,"Blasco de Garay 46, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6154389-Reviews-La_pizza_del_Sortidor-Barcelona_Catalonia.html,0.9325,5.0,Tapas
450,Lamun Cuinathai,"Carrer Vilamari, 73, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10428187-Reviews-Lamun_Cuina_Thai-Barcelona_Catalonia.html,0.886,5.0,Meats
451,Las Delicias Del Carmelo,"Carretera del Carmelo, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4055923-Reviews-Las_Delicias_Del_Carmelo-Barcelona_Catalonia.html,0.9118,5.0,Tapas
452,Las Mañanitas - Tex Mex Bcn,"Gran Via de les Cortes Catalanes 715, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3136985-Reviews-Las_Mananitas_Tex_Mex_BCN-Barcelona_Catalonia.html,0.8957,5.0,Bar
453,Las Sorrentinas,"Pl. Sant Pere, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4713104-Reviews-Las_Sorrentinas-Barcelona_Catalonia.html,0.8316,5.0,Seafood
454,Lateral Consell de Cent,"Carrer del Consell de Cent, 329, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7308989-Reviews-Lateral_Consell_de_Cent-Barcelona_Catalonia.html,0.807,5.0,Tapas
455,Le Cucine Mandarosso,"Verdaguer i Callís, 4, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1124771-Reviews-Le_Cucine_Mandarosso-Barcelona_Catalonia.html,0.891,5.0,Meats
456,Le Romane,"Carrer Muntaner 103, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d15589100-Reviews-Le_Romane-Barcelona_Catalonia.html,0.969,5.0,Italian
457,LeccaBaffi,"Valencia 341, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10520625-Reviews-LeccaBaffi-Barcelona_Catalonia.html,0.8166,5.0,Tapas
458,Les Finestres de Llúria,"Calle Roger de Llúria, 60, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d967473-Reviews-Les_Finestres_de_Lluria-Barcelona_Catalonia.html,0.8658,5.0,Tapas
459,Les Quinze Nits,"Plaça Reial, 6, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d717319-Reviews-Les_Quinze_Nits-Barcelona_Catalonia.html,0.9485,5.0,Tapas
460,Lexi's restaurant & cocktail bar,"Aribau, 38, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4889619-Reviews-Lexis_Restaurant_Cocktail_Bar-Barcelona_Catalonia.html,0.9217,5.0,Meats
461,Llamber,"Carrer de la Fusina, 5, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3684577-Reviews-Llamber-Barcelona_Catalonia.html,0.8111,5.0,Tapas
462,Lluis de les Moles,"C/ De les Moles 25, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1082210-Reviews-Lluis_de_les_moles-Barcelona_Catalonia.html,0.9501,5.0,Tapas
463,Locavore Barcelona,"Carrer D'aribau, 151, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23545654-Reviews-Locavore_Barcelona-Barcelona_Catalonia.html,0.8126,5.0,Meats
464,LomoAlto BCN,"Carrer Arago 283-285, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10275244-Reviews-Lomo_Alto-Barcelona_Catalonia.html,0.8104,5.0,Tapas
465,Louro,"Rambla del Caputxins 37, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12922828-Reviews-Louro-Barcelona_Catalonia.html,0.891,5.0,Seafood
466,Lucciano's Barcelona,"Gran Via De Les Corts Catalanes 601, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23980619-Reviews-Lucciano_s_Barcelona-Barcelona_Catalonia.html,0.8955,5.0,Tapas
467,Luigi Ristorante,"Roger de Lluria, 50, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d10169310-Reviews-Luigi_Ristorante-Barcelona_Catalonia.html,0.9403,5.0,Tapas
468,L’ Amfora Barcelona,"Avenida del Parallel, 184, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1379335-Reviews-L_Amfora_Barcelona-Barcelona_Catalonia.html,0.8834,5.0,Tapas
469,Macchina Pasta Bar,"Carrer Escudellers, 47, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1811077-Reviews-Macchina_Pasta_Bar-Barcelona_Catalonia.html,0.9081,5.0,Italian
470,Madre Lievito,"Carrer de la Llacuna, 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5810598-Reviews-Madre_Lievito-Barcelona_Catalonia.html,0.9287,5.0,Italian
471,Madre Taberna Moderna,"Avinguda de Gaudí, 11, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d23348829-Reviews-Madre_Taberna_Moderna-Barcelona_Catalonia.html,0.9231,5.0,Tapas
472,Maitea Taberna,"Calle Casanova, 155, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1058280-Reviews-Maitea_Taberna-Barcelona_Catalonia.html,0.9747,5.0,Tapas
473,Majide,"Carrer Tallers,48 bis, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d9761774-Reviews-Majide-Barcelona_Catalonia.html,0.8807,5.0,Seafood
474,Makamaka,"Passeig de Joan de Borbo, 76, 08039 Barcelona, Spain, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d3519081-Reviews-Makamaka-Barcelona_Catalonia.html,0.8519,5.0,Seafood
475,Mako,"Consell de Cent 255, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d11814977-Reviews-Mako-Barcelona_Catalonia.html,0.886,5.0,Seafood
476,Mannà Gelats,"Carrer dels Banys Nous 22, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d6681017-Reviews-Manna_Gelats-Barcelona_Catalonia.html,0.9118,5.0,Italian
477,Mano Rota Restaurante En Barcelona Fusion Cocina Japonesa Y Peruana,"Carrer Creu Dels Molers, 4, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d7724365-Reviews-Restaurante_Mano_Rota-Barcelona_Catalonia.html,0.956,5.0,Meats
478,Maná 75,"Passeig Joan de Borbó 101, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d12300678-Reviews-Mana_75-Barcelona_Catalonia.html,0.8126,5.0,Tapas
479,Marina Bay Barcelona,"Carrer de la Marina, 1921, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1788626-Reviews-Marina_Bay-Barcelona_Catalonia.html,0.8576,5.0,Tapas
480,Mariscco Còrsega,"Calle Corsega 272, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1862304-Reviews-Mariscco_Corsega-Barcelona_Catalonia.html,0.9186,5.0,Tapas
481,Marisqueria Esthvan,"Carrer de Palencia, 45, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d5486265-Reviews-Marisqueria_Esthvan-Barcelona_Catalonia.html,0.8316,5.0,Seafood
482,Marisquerías La Paradeta,"Passatge de Simó, 18, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d887372-Reviews-La_Paradeta-Barcelona_Catalonia.html,0.8316,5.0,Seafood
483,Martinez,"Carretera de Miramar, 38, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d4732353-Reviews-Martinez-Barcelona_Catalonia.html,0.8976,5.0,Tapas
484,Massimo,"Via Augusta, 217, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d1106678-Reviews-Massimo-Barcelona_Catalonia.html,0.9169,5.0,Meats
485,Matsuri Sushi Bar,"Plaça del Regomir 1, Barcelona, Cataluña, España",https://www.tripadvisor.es/Restaurant_Review-g187497-d805530-Reviews-Matsuri_Sushi_Bar-Barcelona_Catalonia.html,0.8176,5.0,Seafood
