Nombre,Dirección,Direccion_Web
Wok to Walk,"Carrer de Sant Pau, 27, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2046167-Reviews-Wok_to_Walk_Barcelona-Barcelona_Catalonia.html
Casa Guinart,"Ramblas, 95, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3650118-Reviews-Casa_Guinart-Barcelona_Catalonia.html
Divinus,"Paseo de Gracia, 28, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1567971-Reviews-Divinus-Barcelona_Catalonia.html
Il Commendatore,"C/ Comte d’Urgell, 247, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3530004-Reviews-Il_Commendatore-Barcelona_Catalonia.html
Llamber,"Carrer de la Fusina, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3684577-Reviews-Llamber-Barcelona_Catalonia.html
La Foga,"Passeig De Sant Joan, 32, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10453299-Reviews-La_Foga-Barcelona_Catalonia.html
Majide,"Carrer Tallers,48 bis, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9761774-Reviews-Majide-Barcelona_Catalonia.html
Elche,"Vila I Vila, 71, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697573-Reviews-Elche-Barcelona_Catalonia.html
Frankie Gallo Cha Cha Cha,"Marqués de Barberá, 15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12484567-Reviews-Frankie_Gallo_Cha_Cha_Cha-Barcelona_Catalonia.html
Entrepanes Diaz,"Calle Pau Claris, 189, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7722999-Reviews-Entrepanes_Diaz-Barcelona_Catalonia.html
Cafè de la Pedrera,"Passeig de Gracia, 92, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3453947-Reviews-Cafe_de_la_Pedrera-Barcelona_Catalonia.html
Roig Robí,"Calle Séneca, 20, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d866646-Reviews-Roig_Robi-Barcelona_Catalonia.html
Restaurante Can Pineda,"Calle Sant Joan de Malta, 55, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986333-Reviews-Restaurante_Can_Pineda-Barcelona_Catalonia.html
Mano Rota Restaurante En Barcelona Fusion Cocina Japonesa Y Peruana,"Carrer Creu Dels Molers, 4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7724365-Reviews-Restaurante_Mano_Rota-Barcelona_Catalonia.html
Hummus Barcelona Vegetarian Street Food,"Valencia 227, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7814939-Reviews-Hummus_Barcelona_Vegetarian_Street_Food-Barcelona_Catalonia.html
La Taberna de la Ronda,"Ronda de Sant Pere, 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1820413-Reviews-La_Taberna_de_la_Ronda-Barcelona_Catalonia.html
Farga Diagonal,"Diagonal, 391, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3497590-Reviews-Farga_Diagonal-Barcelona_Catalonia.html
Koku Kitchen Ramen & Gyoza Bar,"Carrer del Comerc 29, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10136555-Reviews-Koku_Kitchen_Ramen_Gyoza_Bar-Barcelona_Catalonia.html
Macchina Pasta Bar,"Carrer Escudellers, 47, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1811077-Reviews-Macchina_Pasta_Bar-Barcelona_Catalonia.html
La Cachapera Bcn,"Carrer Villaroel 57, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13505263-Reviews-La_Cachapera_Bcn-Barcelona_Catalonia.html
La Catrina Fusion,"Providencia, 88, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8432082-Reviews-La_Catrina_Fusion-Barcelona_Catalonia.html
La Taverna del Clínic,"Rossello, 155, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d795723-Reviews-La_Taverna_del_Clinic-Barcelona_Catalonia.html
El Rodizio,"Carrer del Consell de Cent, 403, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697506-Reviews-GUANABARA_by_El_Rodizio-Barcelona_Catalonia.html
Bestial,"Ramón Trias Fargas 2-4, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d697423-Reviews-Bestial-Barcelona_Catalonia.html
La Hacienda,"Carrer del Rec, 69, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1999404-Reviews-La_Hacienda-Barcelona_Catalonia.html
Chalito,"Rambla Catalunya 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d13197190-Reviews-Chalito_Rambla-Barcelona_Catalonia.html
Bodega Joan,"Carrer  Rosellon 164, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2710665-Reviews-Bodega_Joan-Barcelona_Catalonia.html
Las Mañanitas - Tex Mex Bcn,"Gran Via de les Cortes Catalanes 715, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3136985-Reviews-Las_Mananitas_Tex_Mex_BCN-Barcelona_Catalonia.html
Món Viêt,"Sepulveda 94, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12253605-Reviews-Mon_Viet-Barcelona_Catalonia.html
Locavore Barcelona,"Carrer D'aribau, 151, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d23545654-Reviews-Locavore_Barcelona-Barcelona_Catalonia.html
LAB Restaurant,"Carrer de Rossend Arús 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14962029-Reviews-LAB_Restaurant-Barcelona_Catalonia.html
Izakaya Ramen House,"Ronda Sant Pau, 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7803953-Reviews-Ramen_House_Barcelona_Izakaya-Barcelona_Catalonia.html
Restaurant La Estrella 1924,"C/ Ocata-6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d944055-Reviews-Restaurante_La_Estrella_1924-Barcelona_Catalonia.html
The fish & chips shop,"Calle Rocafort 70, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7727901-Reviews-The_Fish_Chips_Shop-Barcelona_Catalonia.html
Bar Centro Burgers & Craft Beer,"Calle Casp, 55, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6778563-Reviews-Bar_Centro_Burgers_Craft_Beer-Barcelona_Catalonia.html
Vic Braseria,"Sicilia 202, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2364549-Reviews-Asador_Vic_Braseria-Barcelona_Catalonia.html
Vivant,"Consell de Cent 394, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6870895-Reviews-Vivant-Barcelona_Catalonia.html
Messié Sin Gluten,"Siracusa, 15, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8486703-Reviews-Messie_Sin_Gluten_Gracia_Gluten_free-Barcelona_Catalonia.html
Picnic Restaurant,"1 Carrer del Comerc, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997377-Reviews-Picnic_Restaurant-Barcelona_Catalonia.html
En Ville,"Carrer del Dr. Dou, 14, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1830611-Reviews-En_Ville-Barcelona_Catalonia.html
Bardeni,"C/Valencia 454, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6206406-Reviews-Bardeni-Barcelona_Catalonia.html
Bordeaux - Cuina Oberta,"Carrer Del Taquigraf Garriga, 34, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12452232-Reviews-Bordeaux_Cuina_Oberta-Barcelona_Catalonia.html
Suculent,"Rambla del Raval, 45, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3323789-Reviews-Suculent-Barcelona_Catalonia.html
Rosa del Raval,"Carrer dels Àngels, 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d777241-Reviews-Rosa_del_Raval-Barcelona_Catalonia.html
Sagardi BCN Gòtic,"Carrer de l'Argenteria, 62, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1536403-Reviews-Sagardi_BCN_Gotic-Barcelona_Catalonia.html
Can Cortes,"Avinguda de Can Cortès 36, Sant Cugat del Vallès, Cataluña, España",/Restaurant_Review-g1080422-d986251-Reviews-Can_Cortes-Sant_Cugat_del_Valles_Catalonia.html
A33 Pizzeria,"Carrer de Manso 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d18913700-Reviews-A33_Pizzeria-Barcelona_Catalonia.html
El Cocinero de Damasco,"Templers 2, corner with Palau, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3196835-Reviews-El_Cocinero_de_Damasco-Barcelona_Catalonia.html
Restaurante Spaccanapoli Barcelona,"Carrer Del Rec Comtal, 6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15275075-Reviews-Restaurante_Spaccanapoli_Barcelona-Barcelona_Catalonia.html
Tapa Tapa C.C. Arenas,"Gran Via de les Corts Catalanes, 373-385, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2318625-Reviews-Tapa_Tapa_Arenas-Barcelona_Catalonia.html
Hidden Cafe Barcelona,"c/ Constança / Déu i Mata, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10461096-Reviews-Hidden_Cafe_Barcelona-Barcelona_Catalonia.html
BarcelonaNubar,"Carrer Doctor Fleming, 12-14, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2216281-Reviews-Nubar-Barcelona_Catalonia.html
Taller de Tapas - Josep Oriol,"Plaza Sant Josep Oriol 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3542813-Reviews-Taller_de_Tapas_Sant_Josep_Oriol-Barcelona_Catalonia.html
Firo Tast,"Avenida Gaudí 83, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3865104-Reviews-Firo_Tast-Barcelona_Catalonia.html
Julivert Meu,"C/ Bonsuccés 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1735805-Reviews-Julivert_Meu-Barcelona_Catalonia.html
Wine Mood,"Villaroel 26, Barcelona, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17039924-Reviews-Wine_Mood-Barcelona_Catalonia.html
La Masia Can POrtell,"Ctra de Molins de Rei a Vallvidrera, Km 6, Molins de Rei, Cataluña, España",/Restaurant_Review-g858491-d4012238-Reviews-La_Masia_Can_Portell-Molins_de_Rei_Catalonia.html
Costa Pacifico,"Plaça Sant Agustí Vell 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10874765-Reviews-Costa_Pacifico-Barcelona_Catalonia.html
Kao Dim Sum,"Carrer Del Bisbe Sivilla, 48, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6725669-Reviews-Kao_Dim_Sum-Barcelona_Catalonia.html
Restaurante Mexicano Chilam Balam,"C/ Industria, 156, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2002582-Reviews-Restaurante_Mexicano_Chilam_Balam-Barcelona_Catalonia.html
Kurz & Gut,"Moll d'Espanya, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1319261-Reviews-Kurz_Gut-Barcelona_Catalonia.html
El Tío Che,"Rambla del Poblenou, 44, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4173747-Reviews-El_Tio_Che-Barcelona_Catalonia.html
The Chipiron,"Maremagnum. Moll D’Espanya (Port Vell), Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997950-Reviews-The_Chipiron-Barcelona_Catalonia.html
Pomarada,"Passeig de Gracia 78, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2047622-Reviews-Pomarada-Barcelona_Catalonia.html
L'Antic Bocoi del Gotic,"Baixada de Viladecols, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1999969-Reviews-L_Antic_Bocoi_del_Gotic-Barcelona_Catalonia.html
"La Tagliatella C.C. Las Arenas, Barcelona","C/ Gran Vía de les Corts Catalanes, 373-385, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6779592-Reviews-La_Tagliatella_C_C_Las_Arenas_Barcelona-Barcelona_Catalonia.html
"La Tagliatella C.C. Diagonal Mar, Barcelona","CC Diagonal Mar - Avda. Diagonal, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4431422-Reviews-La_Tagliatella_C_C_Diagonal_Mar_Barcelona-Barcelona_Catalonia.html
L'Òstia,"Plaza de la Barceloneta, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3641593-Reviews-L_Ostia-Barcelona_Catalonia.html
Euskal Etxea,"Placeta de Montcada, 1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d778757-Reviews-Euskal_Etxea_Taberna-Barcelona_Catalonia.html
Arc Iris Restaurant Vegetarià,"Roger de Flor, 216, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997297-Reviews-Arc_Iris_Restaurant_Vegetaria-Barcelona_Catalonia.html
Restaurante MIAN,"Girona 49, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d9741980-Reviews-Restaurant_MIAN-Barcelona_Catalonia.html
CrosMas,"Casanova 158, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d15346784-Reviews-CrosMas-Barcelona_Catalonia.html
EatMyTrip Brunch & Bakery Barcelona,"Carrer del Consell de Cent 378, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d14013338-Reviews-EatMyTrip_Brunch_Bakery_Barcelona-Barcelona_Catalonia.html
Almalibre Açaí House Barcelona,"Girona 118, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d12697767-Reviews-Almalibre_Acai_House_Barcelona-Barcelona_Catalonia.html
Agüelo Taberna Barcelona,"Calle d'Avinyó, 37, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6525662-Reviews-Aguelo_Taberna_Barcelona-Barcelona_Catalonia.html
König Barcelona Born,"Carrer de la Fusina, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10469819-Reviews-Konig_Barcelona_Born-Barcelona_Catalonia.html
La Llibertaria,"Tallers, 48, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3696443-Reviews-La_Llibertaria-Barcelona_Catalonia.html
La Balmesina,"Balmes 193, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5243284-Reviews-La_Balmesina-Barcelona_Catalonia.html
LeccaBaffi,"Valencia 341, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10520625-Reviews-LeccaBaffi-Barcelona_Catalonia.html
Bilbao Berria La Barra,"Placa Nova, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d997713-Reviews-Bilbao_Berria_La_Barra-Barcelona_Catalonia.html
Asador de Aranda Londres,"Calle Londres, 94, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3499314-Reviews-Asador_De_Aranda-Barcelona_Catalonia.html
RESTAURANTE MEXCLA,"Calle RAMON Y CAJAL, 35, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4419361-Reviews-RESTAURANTE_MEXCLA-Barcelona_Catalonia.html
Restaurante Salero,"Carrer de Tordera 10-12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717398-Reviews-Restaurante_Salero-Barcelona_Catalonia.html
El Nacional - La Llotja,"Passeig de Gràcia, 24 bis, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11868736-Reviews-El_Nacional_La_Llotja-Barcelona_Catalonia.html
En Diagonal Bar,"Avenida Diagonal, 310, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4725620-Reviews-En_Diagonal_Bar-Barcelona_Catalonia.html
Grasshopper,"Placa De La Llana 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8728101-Reviews-Grasshopper-Barcelona_Catalonia.html
Puertecillo Born,"Carrer Comercial, 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6131690-Reviews-Puertecillo_Born-Barcelona_Catalonia.html
La Bodegueta,"Rambla de Catalunya 100, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d717260-Reviews-La_Bodegueta-Barcelona_Catalonia.html
El 58,"Rambla del Poblenou, 58, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4443928-Reviews-El_58-Barcelona_Catalonia.html
Txapela Paseo de Gracia - Aragón,"Paseo de Gracia 58, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8734326-Reviews-Txapela_Paseo_de_Gracia_Aragon-Barcelona_Catalonia.html
La Tomaquera,"Carrer de Margarit 58, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2023151-Reviews-La_Tomaquera-Barcelona_Catalonia.html
Raco De La Vila,"C/ Ciutat De Granada, 33, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1682057-Reviews-Raco_De_La_Vila-Barcelona_Catalonia.html
A estrela Galega,"Rosalia de Castro 26, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1081035-Reviews-A_estrela_Galega-Barcelona_Catalonia.html
ElDiset,"Carrer Antic de Sant Joan 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3519054-Reviews-ElDiset-Barcelona_Catalonia.html
Fratelli la Bufala,"Pau Claris, 72, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1099421-Reviews-Fratelli_la_Bufala-Barcelona_Catalonia.html
El Club De La Hamburguesa,"Valdonzella , 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3163738-Reviews-El_Club_De_La_Hamburguesa-Barcelona_Catalonia.html
Massimo,"Via Augusta, 217, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1106678-Reviews-Massimo-Barcelona_Catalonia.html
Braseria El Glop,"Casp, 21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d945602-Reviews-Braseria_El_Glop-Barcelona_Catalonia.html
Kanada-Ya Barcelona,"Carrer de València, 240, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d17313827-Reviews-Kanada_Ya_Barcelona-Barcelona_Catalonia.html
Taverna del Bisbe,"Av. Cathedral 6-8, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1106705-Reviews-Taverna_del_Bisbe-Barcelona_Catalonia.html
Lexi's restaurant & cocktail bar,"Aribau, 38, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4889619-Reviews-Lexis_Restaurant_Cocktail_Bar-Barcelona_Catalonia.html
Mi Gracia,"Calle Encarnacio, 52, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2489525-Reviews-Mi_Gracia-Barcelona_Catalonia.html
Mo Te Magno,"Calle Provenca 16, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3399829-Reviews-Mo_Te_Magno-Barcelona_Catalonia.html
Gelida,"Carrer de la Diputació, 133, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3935385-Reviews-Gelida-Barcelona_Catalonia.html
Granja Elena,"Passeig de la zona Franca 228, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1074508-Reviews-Granja_Elena-Barcelona_Catalonia.html
Memorias de China,"Carrer de Lincoln 17, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2037689-Reviews-Memorias_de_China-Barcelona_Catalonia.html
El Cercle,"Carrer dels Arcs, 5 , Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6657102-Reviews-El_Cercle_Restaurant-Barcelona_Catalonia.html
El Yantar de la Ribera,"Roger de Flor 114, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1081641-Reviews-El_Yantar_de_la_Ribera-Barcelona_Catalonia.html
Xup Xup Restaurant,"Paseo Marítimo de la Barceloneta, S/N, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1856833-Reviews-Xup_Xup_Restaurant-Barcelona_Catalonia.html
Veggie Garden 100% vegano,"Carrrer Dels Angels 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2440882-Reviews-Veggie_Garden-Barcelona_Catalonia.html
El Rincón de la Abuela Venezolana,"Calle Mallorca, 470, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6678677-Reviews-El_Rincon_de_la_Abuela_Venezolana-Barcelona_Catalonia.html
Bodega La Puntual,"Carrer Montcada, 22, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7363815-Reviews-Bodega_la_Puntual-Barcelona_Catalonia.html
Marisqueria Esthvan,"Carrer de Palencia, 45, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5486265-Reviews-Marisqueria_Esthvan-Barcelona_Catalonia.html
Restaurant Gaig,"Carrer de la Nau Santa Maria, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1471798-Reviews-Restaurant_Gaig-Barcelona_Catalonia.html
La Capricciosa,"Calle Viladomat, 261, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3807720-Reviews-La_Capricciosa-Barcelona_Catalonia.html
Restaurant Gaig,"Carrer de la Nau Santa Maria, 5, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1471798-Reviews-Restaurant_Gaig-Barcelona_Catalonia.html
El Racó - Rambla Catalunya,"Rambla Catalunya, 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d781355-Reviews-El_Raco_Rambla_Catalunya-Barcelona_Catalonia.html
Hisop,"Passatge Marimón, 9, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d986276-Reviews-Hisop-Barcelona_Catalonia.html
Suarna,"Calle Llança, nº1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6973186-Reviews-Restaurante_Suarna-Barcelona_Catalonia.html
Restaurante Bodega Sepulveda,"Sepulveda, 173, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d941947-Reviews-Restaurante_Bodega_Sepulveda-Barcelona_Catalonia.html
Miguelitos,"Calle Aribau 162, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1893173-Reviews-Miguelitos-Barcelona_Catalonia.html
Alsur Café (Llúria),"Roger de Llúria 23, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6571484-Reviews-Alsur_Cafe_Lluria-Barcelona_Catalonia.html
Vinitus Madrid-Barcelona,"Carrer d'Aragó, 282, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d775571-Reviews-Vinitus_Madrid_Barcelona-Barcelona_Catalonia.html
Chihuahua restaurant,"Passeig de Maragall, 107, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6704204-Reviews-Chihuahua_Restaurant-Barcelona_Catalonia.html
Santa Clara Restaurante,"Calle Jiménez e Iglesias 11-13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d8799903-Reviews-Santa_Clara_Restaurante-Barcelona_Catalonia.html
Zarautz Taberna Vasca,"C/ Elisi, 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1367389-Reviews-Zarautz_Taberna_Vasca-Barcelona_Catalonia.html
El Ramblero,"C/ Pont Del Terball, 13, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1990905-Reviews-El_Ramblero-Barcelona_Catalonia.html
Restaurante Solomillo,"Mallorca, 251, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d10319217-Reviews-Restaurante_Solomillo-Barcelona_Catalonia.html
Menssana,"Carrer Sardenya 48, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7891732-Reviews-Menssana-Barcelona_Catalonia.html
La Tere Gastrobar,"Carrer de Riego, 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d11888127-Reviews-La_Tere_Gastrobar-Barcelona_Catalonia.html
Restaurant Ají,"C/Marina, 19-21, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7133272-Reviews-Restaurant_Aji-Barcelona_Catalonia.html
Santa Rita Experience,"Carrer de Veneçuela 16, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d7057940-Reviews-Santa_Rita_Experience-Barcelona_Catalonia.html
Arrosseria Xàtiva Gràcia,"Calle Torrent d'en Vidalet, 26, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1192636-Reviews-Arrosseria_Xativa_Gracia-Barcelona_Catalonia.html
Watatsumi,"373-385, 5a Planta, Local R-1, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2318544-Reviews-Watatsumi-Barcelona_Catalonia.html
La Bella Napoli,"Carrer VILLARROEL, 101, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1016470-Reviews-La_Bella_Napoli-Barcelona_Catalonia.html
La Piazzenza,"Avenida Gaudi, 16, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1998362-Reviews-La_Piazzenza-Barcelona_Catalonia.html
Federal Cafe Parlament,"Calle Parlament 39 08015, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2296742-Reviews-Federal_Cafe_Parlament-Barcelona_Catalonia.html
Granja M. Viader,"Calle Xuclà 4-6, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1224854-Reviews-Granja_M_Viader-Barcelona_Catalonia.html
Arenal Restaurant,"Passeig Maritim La Barceloneta, s/n, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1319253-Reviews-Arenal_Restaurant-Barcelona_Catalonia.html
Isabella's,"Ganduxer 50, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2054077-Reviews-Isabella_s-Barcelona_Catalonia.html
Trobador Rambla Catalunya,"Rambla Catalunya, 2, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d804907-Reviews-Trobador_Rambla_Catalunya-Barcelona_Catalonia.html
Panoramic,"Cami de Les Bateries S/N - Parc de Les Bateries, Montgat, Cataluña, España",/Restaurant_Review-g1234812-d6879205-Reviews-Panoramic-Montgat_Catalonia.html
El Señorio del Perú,"C/ Corsega, 607, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2010287-Reviews-El_Senorio_del_Peru-Barcelona_Catalonia.html
El Jardí de l'Abadessa,"Abadessa Olzet, 26, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1028624-Reviews-El_Jardi_de_l_Abadessa-Barcelona_Catalonia.html
Melo-Jia,"Calle Córsega 250, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6109054-Reviews-Melo_Jia-Barcelona_Catalonia.html
Gelatomania Barcelona,"Avenida de Mistral, 64, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6680979-Reviews-Gelatomania_Barcelona-Barcelona_Catalonia.html
Granja La Pallaresa,"Carrer de Petritxol 11, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1527777-Reviews-Granja_La_Pallaresa-Barcelona_Catalonia.html
El Melic del Gotic,"Montsio 7, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2094759-Reviews-El_Melic_del_Gotic-Barcelona_Catalonia.html
Restaurante Can Maño,"C/ del Baluard, 12, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d931622-Reviews-Restaurante_Can_Mano-Barcelona_Catalonia.html
Bubo Born,"Caputxes, 10, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1101365-Reviews-Bubo_Born-Barcelona_Catalonia.html
Una Mica De Japó,"Carrer d'Aragó 104, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2391335-Reviews-Una_Mica_De_Japo-Barcelona_Catalonia.html
Baluard Barceloneta,"Baluard 38, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d2516874-Reviews-Baluard_Barceloneta-Barcelona_Catalonia.html
La pizza del Sortidor,"Blasco de Garay 46, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d6154389-Reviews-La_pizza_del_Sortidor-Barcelona_Catalonia.html
Cremeria Toscana,"Carrer Muntaner, 161, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d1126309-Reviews-Cremeria_Toscana-Barcelona_Catalonia.html
Restaurante Sagues,"Carrer de Sagues, 25, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d3685002-Reviews-Restaurante_Sagues-Barcelona_Catalonia.html
La Informal,"Rambla del Raval, 34, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d5483071-Reviews-La_Informal-Barcelona_Catalonia.html
chök - Carme,"Carrer de Carme, 3, Barcelona, Cataluña, España",/Restaurant_Review-g187497-d4697511-Reviews-Chok_Carme-Barcelona_Catalonia.html
